Mesa_Num,Mesa_ID,Ruta,Estado
12,8000891,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_12_8000891.jpg,Ya descargado
1,1013591,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. República de Venezuela/mesa_1_1013591.jpg,Ya descargado
10,1016661,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_10_1016661.jpg,Ya descargado
2,8004071,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Barador/Esc. Puerto Varador/mesa_2_8004071.jpg,Ya descargado
1,8010042,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/Cosincho/U.E. Cosincho/mesa_1_8010042.jpg,Ya descargado
5,1005221,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Luis Espinal/mesa_5_1005221.jpg,Ya descargado
5,1017131,ACTAS/BOLIVIA/Chuquisaca/Sud Cinti/Culpina/Culpina/CEA Culpina San Roque/mesa_5_1017131.jpg,Ya descargado
2,1000141,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Punilla/Escuela Punilla/mesa_2_1000141.jpg,Ya descargado
2,1015741,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Huaño Imilla/Unidad Educativa Huañumilla/mesa_2_1015741.jpg,Ya descargado
11,8000881,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_11_8000881.jpg,Ya descargado
12,1013331,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_12_1013331.jpg,Ya descargado
9,1016651,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_9_1016651.jpg,Ya descargado
1,8004061,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Barador/Esc. Puerto Varador/mesa_1_8004061.jpg,Ya descargado
4,1007591,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_4_1007591.jpg,Ya descargado
1,8009331,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Ignacio Del Maniqui/mesa_1_8009331.jpg,Ya descargado
1,1000131,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Punilla/Escuela Punilla/mesa_1_1000131.jpg,Ya descargado
1,1015731,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Huaño Imilla/Unidad Educativa Huañumilla/mesa_1_1015731.jpg,Ya descargado
10,8000871,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_10_8000871.jpg,Ya descargado
11,1013321,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_11_1013321.jpg,Ya descargado
8,1016641,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_8_1016641.jpg,Ya descargado
1,8003961,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Ballivián/Esc. Puerto Ballivian/mesa_1_8003961.jpg,Ya descargado
2,8010052,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/Cosincho/U.E. Cosincho/mesa_2_8010052.jpg,Ya descargado
1,1009481,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Sancho/mesa_1_1009481.jpg,Ya descargado
7,1004981,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Campo Deportivo San Juanillo Bajo/mesa_7_1004981.jpg,Ya descargado
5,1000281,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Potolo/U. Edu. Gualberto Villarroel/mesa_5_1000281.jpg,Ya descargado
1,1015961,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/El Terrado/U.E. El Terrado/mesa_1_1015961.jpg,Ya descargado
9,8000861,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_9_8000861.jpg,Ya descargado
10,1013311,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_10_1013311.jpg,Ya descargado
7,1016631,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_7_1016631.jpg,Ya descargado
3,8003991,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Almacén/Esc. Mayor Pedro Vaca Diez/mesa_3_8003991.jpg,Ya descargado
5,1007601,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_5_1007601.jpg,Ya descargado
1,1010671,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Yotala/Tambo Ackachila/Escuela Antonio Tovar Hinojosa/mesa_1_1010671.jpg,Ya descargado
2,8009341,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Ignacio Del Maniqui/mesa_2_8009341.jpg,Ya descargado
4,1000271,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Potolo/U. Edu. Gualberto Villarroel/mesa_4_1000271.jpg,Ya descargado
1,1015951,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Cruz Mayu/U.E. Cruz Mayu/mesa_1_1015951.jpg,Ya descargado
8,8000851,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_8_8000851.jpg,Ya descargado
9,1013301,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_9_1013301.jpg,Ya descargado
6,1016621,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_6_1016621.jpg,Ya descargado
2,8003981,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Almacén/Esc. Mayor Pedro Vaca Diez/mesa_2_8003981.jpg,Ya descargado
1,8009782,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Chacal/Esc. El Chacal/mesa_1_8009782.jpg,Ya descargado
2,1009491,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Sancho/mesa_2_1009491.jpg,Ya descargado
4,1017121,ACTAS/BOLIVIA/Chuquisaca/Sud Cinti/Culpina/Culpina/CEA Culpina San Roque/mesa_4_1017121.jpg,Ya descargado
3,1000261,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Potolo/U. Edu. Gualberto Villarroel/mesa_3_1000261.jpg,Ya descargado
1,1015981,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Comunidad Rodeo Cocha/U.E. Rodeo Cocha/mesa_1_1015981.jpg,Ya descargado
7,8000841,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_7_8000841.jpg,Ya descargado
8,1013291,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_8_1013291.jpg,Ya descargado
5,1016611,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_5_1016611.jpg,Ya descargado
1,8003971,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Puerto Almacén/Esc. Mayor Pedro Vaca Diez/mesa_1_8003971.jpg,Ya descargado
6,1007611,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_6_1007611.jpg,Ya descargado
3,8009351,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Ignacio Del Maniqui/mesa_3_8009351.jpg,Ya descargado
2,1000251,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Potolo/U. Edu. Gualberto Villarroel/mesa_2_1000251.jpg,Ya descargado
1,1015971,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Comunidad Querquihuisi/U.E. Qhirqiwisi/mesa_1_1015971.jpg,Ya descargado
6,8000831,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_6_8000831.jpg,Ya descargado
7,1013281,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_7_1013281.jpg,Ya descargado
4,1016601,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_4_1016601.jpg,Ya descargado
4,8003951,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Loma Suárez/Esc. Loma Suarez/mesa_4_8003951.jpg,Ya descargado
2,8009792,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Chacal/Esc. El Chacal/mesa_2_8009792.jpg,Ya descargado
1,1007091,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Satélite/mesa_1_1007091.jpg,Ya descargado
6,1004971,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Campo Deportivo San Juanillo Bajo/mesa_6_1004971.jpg,Ya descargado
1,1000241,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Potolo/U. Edu. Gualberto Villarroel/mesa_1_1000241.jpg,Ya descargado
1,1016001,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Comunidad Coplacia/U.E. Coplacia/mesa_1_1016001.jpg,Ya descargado
5,8000821,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_5_8000821.jpg,Ya descargado
6,1013271,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_6_1013271.jpg,Ya descargado
3,1016591,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_3_1016591.jpg,Ya descargado
3,8003941,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Loma Suárez/Esc. Loma Suarez/mesa_3_8003941.jpg,Ya descargado
7,1007621,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_7_1007621.jpg,Ya descargado
1,1010621,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Yotala/Pulqui/Posta De Salud Y Salón De La Comunidad/mesa_1_1010621.jpg,Ya descargado
4,1000181,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Mojotoro/Unidad Educativa La Palma/mesa_4_1000181.jpg,Ya descargado
1,1015991,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Comunidad Chuncho/U.E. Chunchu/mesa_1_1015991.jpg,Ya descargado
2,8003931,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Loma Suárez/Esc. Loma Suarez/mesa_2_8003931.jpg,Ya descargado
4,8000811,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_4_8000811.jpg,Ya descargado
5,1013261,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_5_1013261.jpg,Ya descargado
2,1016581,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_2_1016581.jpg,Ya descargado
3,8009802,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Chacal/Esc. El Chacal/mesa_3_8009802.jpg,Ya descargado
3,1017111,ACTAS/BOLIVIA/Chuquisaca/Sud Cinti/Culpina/Culpina/CEA Culpina San Roque/mesa_3_1017111.jpg,Ya descargado
1,8003921,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Loma Suárez/Esc. Loma Suarez/mesa_1_8003921.jpg,Ya descargado
3,1000171,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Mojotoro/Unidad Educativa La Palma/mesa_3_1000171.jpg,Ya descargado
1,1015931,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Civita/Unidad Educativa Civita/mesa_1_1015931.jpg,Ya descargado
3,8000801,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_3_8000801.jpg,Ya descargado
4,1013251,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_4_1013251.jpg,Ya descargado
1,1016571,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Villa Serrano (Pescado)/U.E. Eduardo Abaroa/mesa_1_1016571.jpg,Ya descargado
8,1007631,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_8_1007631.jpg,Ya descargado
2,1007101,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Satélite/mesa_2_1007101.jpg,Ya descargado
2,8004052,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Ibiato/Escuela Iviato/mesa_2_8004052.jpg,Ya descargado
2,1000161,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Mojotoro/Unidad Educativa La Palma/mesa_2_1000161.jpg,Ya descargado
3,1015911,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Cinteño Tambo/U.E. Pututaca/mesa_3_1015911.jpg,Ya descargado
2,8000791,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_2_8000791.jpg,Ya descargado
3,1013241,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_3_1013241.jpg,Ya descargado
1,1016741,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Urriolagoitia/Escuela Luis Santos Prado/mesa_1_1016741.jpg,Ya descargado
1,8004042,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Ibiato/Escuela Iviato/mesa_1_8004042.jpg,Ya descargado
1,8009661,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Palmar/Esc. El Palmar/mesa_1_8009661.jpg,Ya descargado
1,1000151,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Mojotoro/Unidad Educativa La Palma/mesa_1_1000151.jpg,Ya descargado
5,1004961,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Campo Deportivo San Juanillo Bajo/mesa_5_1004961.jpg,Ya descargado
2,1015901,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Cinteño Tambo/U.E. Pututaca/mesa_2_1015901.jpg,Ya descargado
1,8000781,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. J. Chavez Suarez/mesa_1_8000781.jpg,Ya descargado
3,8004031,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Casarabe/Escuela Casarabe/mesa_3_8004031.jpg,Ya descargado
2,1013231,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_2_1013231.jpg,Ya descargado
1,1016861,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Sipotendi/U.E. Eduardo Gutierrez/mesa_1_1016861.jpg,Ya descargado
4,8009361,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Ignacio Del Maniqui/mesa_4_8009361.jpg,Ya descargado
9,1007641,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_9_1007641.jpg,Ya descargado
3,1007111,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Satélite/mesa_3_1007111.jpg,Ya descargado
2,8004021,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Casarabe/Escuela Casarabe/mesa_2_8004021.jpg,Ya descargado
2,1000331,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Maragua/Colegio 24 de Septiembre   Maragua/mesa_2_1000331.jpg,Ya descargado
1,1015891,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Cinteño Tambo/U.E. Pututaca/mesa_1_1015891.jpg,Ya descargado
1,8008971,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Francisco De Borja/mesa_1_8008971.jpg,Ya descargado
4,8002451,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Hormando Ortiz Chávez/mesa_4_8002451.jpg,Ya descargado
1,1013221,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. María Vargas de Valda/mesa_1_1013221.jpg,Ya descargado
1,1016821,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Pozos/Escuela Heroes del Chaco/mesa_1_1016821.jpg,Ya descargado
2,8009671,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Palmar/Esc. El Palmar/mesa_2_8009671.jpg,Ya descargado
1,1010691,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Yotala/Ñujchu/Unidad Educativa German Busch/mesa_1_1010691.jpg,Ya descargado
1,8004011,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Casarabe/Escuela Casarabe/mesa_1_8004011.jpg,Ya descargado
2,1017101,ACTAS/BOLIVIA/Chuquisaca/Sud Cinti/Culpina/Culpina/CEA Culpina San Roque/mesa_2_1017101.jpg,Ya descargado
1,1000321,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Maragua/Colegio 24 de Septiembre   Maragua/mesa_1_1000321.jpg,Ya descargado
3,1015471,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Chiñimayu/Unidad Educativa Rosendo La Fuente/mesa_3_1015471.jpg,Ya descargado
3,8002441,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Hormando Ortiz Chávez/mesa_3_8002441.jpg,Ya descargado
7,1013531,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. Lucio Siles Morales/mesa_7_1013531.jpg,Ya descargado
1,1016731,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Piedra Grande/Escuela René Anibarro Gómez/mesa_1_1016731.jpg,Ya descargado
1,8004261,ACTAS/BOLIVIA/Beni/Cercado/San Javier/Villa Rodeo/U.E. Villa Rodeo/mesa_1_8004261.jpg,Ya descargado
4,1004951,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Campo Deportivo San Juanillo Bajo/mesa_4_1004951.jpg,Ya descargado
10,1007651,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Mercado Yurac Yurac/mesa_10_1007651.jpg,Ya descargado
4,1007121,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Salón Multifuncional Satélite/mesa_4_1007121.jpg,Ya descargado
6,1010321,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Llinfi/Escuela Llinfi/mesa_6_1010321.jpg,Ya descargado
2,1015461,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Chiñimayu/Unidad Educativa Rosendo La Fuente/mesa_2_1015461.jpg,Ya descargado
2,8002431,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Hormando Ortiz Chávez/mesa_2_8002431.jpg,Ya descargado
3,8004152,ACTAS/BOLIVIA/Beni/Cercado/San Javier/San Pedro/Escuela San Pedro/mesa_3_8004152.jpg,Ya descargado
6,1013521,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. Lucio Siles Morales/mesa_6_1013521.jpg,Ya descargado
2,1016771,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Pampas del Tigre/Escuela Elisardo Perez/mesa_2_1016771.jpg,Ya descargado
5,8009371,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. San Ignacio Del Maniqui/mesa_5_8009371.jpg,Ya descargado
1,8008802,ACTAS/BOLIVIA/Beni/General José Ballivián/Reyes/San Marcos/Esc. San Marcos/mesa_1_8008802.jpg,Ya descargado
2,8004142,ACTAS/BOLIVIA/Beni/Cercado/San Javier/San Pedro/Escuela San Pedro/mesa_2_8004142.jpg,Ya descargado
5,1010311,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Llinfi/Escuela Llinfi/mesa_5_1010311.jpg,Ya descargado
1,1015451,ACTAS/BOLIVIA/Chuquisaca/Nor Cinti/San Lucas/Chiñimayu/Unidad Educativa Rosendo La Fuente/mesa_1_1015451.jpg,Ya descargado
1,8002421,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Hormando Ortiz Chávez/mesa_1_8002421.jpg,Ya descargado
5,1013511,ACTAS/BOLIVIA/Chuquisaca/Hernando Siles/Monteagudo/Monteagudo/U.E. Lucio Siles Morales/mesa_5_1013511.jpg,Ya descargado
1,1016761,ACTAS/BOLIVIA/Chuquisaca/Belisario Boeto/Villa Serrano/Pampas del Tigre/Escuela Elisardo Perez/mesa_1_1016761.jpg,Ya descargado
1,8004132,ACTAS/BOLIVIA/Beni/Cercado/San Javier/San Pedro/Escuela San Pedro/mesa_1_8004132.jpg,Ya descargado
4,8007971,ACTAS/BOLIVIA/Beni/Vaca Diez/Guayaramerín/Guayaramerín/U.E.  6 de Junio/mesa_4_8007971.jpg,Ya descargado
10,1002691,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/U.E. Marcelo Quiroga Santa Cruz/mesa_10_1002691.jpg,Ya descargado
1,1011121,ACTAS/BOLIVIA/Chuquisaca/Azurduy/Azurduy/Azurduy/Unidad Educativa Nicanor Lopez/mesa_1_1011121.jpg,Ya descargado
2,8004111,ACTAS/BOLIVIA/Beni/Cercado/San Javier/San Javier/Escuela San Javier/mesa_2_8004111.jpg,Ya descargado
4,8010421,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Rurrenabaque/Esc. Gualberto Villarruel/mesa_4_8010421.jpg,Ya descargado
6,8000481,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Raúl Monje Roca/mesa_6_8000481.jpg,Ya descargado
1,8000981,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Hernán Melgar Justiniano/mesa_1_8000981.jpg,Ya descargado
4,8009691,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/El Palmar/Esc. El Palmar/mesa_4_8009691.jpg,Ya descargado
1,8004101,ACTAS/BOLIVIA/Beni/Cercado/San Javier/San Javier/Escuela San Javier/mesa_1_8004101.jpg,Ya descargado
1,8008911,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/San Borja/U.E. Villa San Antonio/mesa_1_8008911.jpg,Ya descargado
3,8010411,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Rurrenabaque/Esc. Gualberto Villarruel/mesa_3_8010411.jpg,Ya descargado
5,8000471,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Raúl Monje Roca/mesa_5_8000471.jpg,Ya descargado
5,8000771,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Gonzalo Suarez D./mesa_5_8000771.jpg,Ya descargado
5,8007981,ACTAS/BOLIVIA/Beni/Vaca Diez/Guayaramerín/Guayaramerín/U.E.  6 de Junio/mesa_5_8007981.jpg,Ya descargado
2,1011131,ACTAS/BOLIVIA/Chuquisaca/Azurduy/Azurduy/Azurduy/Unidad Educativa Nicanor Lopez/mesa_2_1011131.jpg,Ya descargado
7,8007621,ACTAS/BOLIVIA/Beni/Vaca Diez/Guayaramerín/Guayaramerín/U.E.   Antonio Vaca Diez/mesa_7_8007621.jpg,Ya descargado
2,8004221,ACTAS/BOLIVIA/Beni/Cercado/San Javier/Pedro Ignacio Muiba/Escuela Pedro Ignacio Muiba/mesa_2_8004221.jpg,Ya descargado
2,8010401,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Rurrenabaque/Esc. Gualberto Villarruel/mesa_2_8010401.jpg,Ya descargado
4,8000461,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Raúl Monje Roca/mesa_4_8000461.jpg,Ya descargado
4,8000761,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Gonzalo Suarez D./mesa_4_8000761.jpg,Ya descargado
5,1009981,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/U.E. Tomas Katari Sucre/mesa_5_1009981.jpg,Ya descargado
2,1009951,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/U.E. Tomas Katari Sucre/mesa_2_1009951.jpg,Ya descargado
1,8009991,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/Galilea/U.E. Galilea/mesa_1_8009991.jpg,Ya descargado
3,1004941,ACTAS/BOLIVIA/Chuquisaca/Oropeza/Sucre/Sucre/Campo Deportivo San Juanillo Bajo/mesa_3_1004941.jpg,Ya descargado
1,8010391,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Rurrenabaque/Esc. Gualberto Villarruel/mesa_1_8010391.jpg,Ya descargado
3,8000451,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Raúl Monje Roca/mesa_3_8000451.jpg,Ya descargado
3,8000751,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Gonzalo Suarez D./mesa_3_8000751.jpg,Ya descargado
6,8007991,ACTAS/BOLIVIA/Beni/Vaca Diez/Guayaramerín/Guayaramerín/U.E.  6 de Junio/mesa_6_8007991.jpg,Ya descargado
3,1011141,ACTAS/BOLIVIA/Chuquisaca/Azurduy/Azurduy/Azurduy/Unidad Educativa Nicanor Lopez/mesa_3_1011141.jpg,Ya descargado
1,8010881,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Playa Ancha/Esc. Playa Ancha/mesa_1_8010881.jpg,Ya descargado
2,8000441,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Raúl Monje Roca/mesa_2_8000441.jpg,Ya descargado
2,8000741,ACTAS/BOLIVIA/Beni/Cercado/Trinidad/Trinidad/U.E. Gonzalo Suarez D./mesa_2_8000741.jpg,Ya descargado
2,8010001,ACTAS/BOLIVIA/Beni/General José Ballivián/San Borja/Galilea/U.E. Galilea/mesa_2_8010001.jpg,Ya descargado
4,8004191,ACTAS/BOLIVIA/Beni/Cercado/San Javier/Nueva Israel/Escuela Nueva Israel/mesa_4_8004191.jpg,Ya descargado
2,8010381,ACTAS/BOLIVIA/Beni/General José Ballivián/Puerto Menor de Rurrenabaque/Piedras Blancas/Esc. Central Piedras Blancas/mesa_2_8010381.jpg,Ya descargado
