id_imagen,timestamp,departamento,provincia,municipio,localidad,recinto,numero_mesa,AP,LYP_ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,MORENA,UNIDAD,PDC,VOTOS_VALIDOS,VOTOS_BLANCOS,VOTOS_NULOS,suma_partidos,diferencia_votos_validos,status_validacion
mesa_13_8004391,2025-08-28T21:12:06.706069,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004391,106,111,11,61,111,116,111,111,116,111,111,110,854,743,ERROR
mesa_4_8005811,2025-08-28T21:12:07.084139,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Litoral,8005811,611,171,111,111,111,111,111,111,111,111,111,111,1559,1448,ERROR
mesa_3_1004051,2025-08-28T21:12:07.455866,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004051,111,181,681,111,681,181,111,611,100,111,111,611,2768,2657,ERROR
mesa_13_1006671,2025-08-28T21:12:07.830356,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006671,111,10,16,100,111,0,0,110,100,110,161,101,558,448,ERROR
mesa_4_1004281,2025-08-28T21:12:08.171190,Chuquisaca,Oropeza,Sucre,Sucre,Esc. San Javier,1004281,111,111,111,111,111,111,161,111,111,111,111,???,1049,938,ERROR
mesa_12_8004381,2025-08-28T21:12:08.563214,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004381,661,661,111,111,181,161,111,111,111,111,110,610,2219,2108,ERROR
mesa_3_8005801,2025-08-28T21:12:08.896499,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Litoral,8005801,111,1,111,11,101,800,111,311,111,111,101,168,1668,1557,ERROR
mesa_3_1004271,2025-08-28T21:12:09.246777,Chuquisaca,Oropeza,Sucre,Sucre,Esc. San Javier,1004271,111,111,111,111,111,111,711,111,111,111,111,???,1599,1488,ERROR
mesa_11_8004371,2025-08-28T21:12:09.620849,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004371,101,111,111,111,111,111,111,611,111,111,601,111,1489,1378,ERROR
mesa_2_8005791,2025-08-28T21:12:10.019431,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Litoral,8005791,111,101,111,111,611,101,100,111,116,111,101,16,1473,1362,ERROR
mesa_4_1004061,2025-08-28T21:12:10.363295,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004061,811,601,11,1,1,181,160,111,111,111,111,110,1988,1877,ERROR
mesa_14_1006681,2025-08-28T21:12:10.705386,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006681,100,101,111,111,111,111,0,118,18,111,111,11,781,670,ERROR
mesa_2_1004261,2025-08-28T21:12:11.118082,Chuquisaca,Oropeza,Sucre,Sucre,Esc. San Javier,1004261,111,111,111,111,111,111,111,111,111,111,111,???,999,888,ERROR
mesa_10_8004361,2025-08-28T21:12:11.506649,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004361,118,111,111,611,111,111,111,118,811,111,111,111,2213,2102,ERROR
mesa_1_8005781,2025-08-28T21:12:11.879871,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Litoral,8005781,171,111,111,111,111,111,111,111,111,111,111,111,1059,948,ERROR
mesa_1_1004251,2025-08-28T21:12:12.230835,Chuquisaca,Oropeza,Sucre,Sucre,Esc. San Javier,1004251,111,111,111,111,111,111,111,111,111,111,111,???,999,888,ERROR
mesa_9_8004351,2025-08-28T21:12:12.619711,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004351,161,601,61,111,801,1,601,11,611,111,1,11,2959,2848,ERROR
mesa_5_8004441,2025-08-28T21:12:12.959979,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Juana Azurduy De Padilla,8004441,101,810,610,11,660,661,101,611,616,11,66,811,4181,4170,ERROR
mesa_5_1004071,2025-08-28T21:12:13.339926,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004071,10,0,0,116,801,111,0,11,10,111,100,811,1059,948,ERROR
mesa_15_1006691,2025-08-28T21:12:13.839580,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006691,118,1,110,111,101,116,611,111,881,118,680,118,2160,2042,ERROR
mesa_26_1001561,2025-08-28T21:12:14.241909,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001561,118,111,181,111,611,111,101,111,111,111,811,111,1566,1455,ERROR
mesa_8_8004341,2025-08-28T21:12:14.625488,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004341,111,111,110,116,700,118,116,111,16,108,111,18,1509,1401,ERROR
mesa_4_8004431,2025-08-28T21:12:15.008339,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Juana Azurduy De Padilla,8004431,81,618,1,661,4,811,866,61,646,111,661,116,3749,3638,ERROR
mesa_25_1001551,2025-08-28T21:12:15.402706,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001551,117,111,711,116,111,111,111,111,111,111,111,111,1610,1499,ERROR
mesa_7_8004331,2025-08-28T21:12:15.773479,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004331,11,111,811,11,111,611,111,171,111,111,111,111,2059,1948,ERROR
mesa_3_8004421,2025-08-28T21:12:16.168186,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Juana Azurduy De Padilla,8004421,111,111,11,16,11,111,118,111,111,101,661,111,711,610,ERROR
mesa_6_1004081,2025-08-28T21:12:16.624822,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004081,111,600,117,116,600,101,1,601,111,111,8,1,2358,2247,ERROR
mesa_16_1006701,2025-08-28T21:12:17.030002,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006701,11,111,101,111,10,118,110,111,610,111,101,11,1293,1182,ERROR
mesa_24_1001541,2025-08-28T21:12:17.374786,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001541,688,111,111,111,111,111,181,111,111,111,111,111,1646,1535,ERROR
mesa_6_8004321,2025-08-28T21:12:17.763048,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004321,101,111,111,111,111,111,111,111,111,111,111,111,989,878,ERROR
mesa_2_8004411,2025-08-28T21:12:18.126225,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Juana Azurduy De Padilla,8004411,101,601,11,101,61,1,10,10,11,161,66,11,907,746,ERROR
mesa_23_1001531,2025-08-28T21:12:18.501455,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001531,111,111,611,111,111,611,611,111,111,111,111,111,2499,2388,ERROR
mesa_5_8004311,2025-08-28T21:12:18.863069,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004311,8,11,810,118,81,11,111,18,0,111,611,11,1168,1057,ERROR
mesa_1_8004401,2025-08-28T21:12:19.230616,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Juana Azurduy De Padilla,8004401,0,0,10,66,1,1,10,11,16,111,0,16,115,4,ERROR
mesa_7_1004091,2025-08-28T21:12:19.588207,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004091,118,171,111,101,711,111,176,111,111,181,811,111,1721,1540,ERROR
mesa_17_1006711,2025-08-28T21:12:19.943925,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006711,111,181,101,111,111,111,111,111,11,111,11,118,959,848,ERROR
mesa_22_1001521,2025-08-28T21:12:20.415843,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001521,111,101,111,710,111,111,601,111,11,111,111,111,1978,1867,ERROR
mesa_4_8004301,2025-08-28T21:12:20.771397,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004301,111,111,111,111,111,161,111,111,110,111,111,111,1048,937,ERROR
mesa_5_8006841,2025-08-28T21:12:21.143994,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Guido Gutierrez Moreno,8006841,101,17,11,111,111,61,11,111,111,111,161,616,645,534,ERROR
mesa_21_1001511,2025-08-28T21:12:21.529868,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001511,111,101,101,111,101,111,111,111,111,111,111,111,969,858,ERROR
mesa_3_8004291,2025-08-28T21:12:21.896624,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004291,11,161,111,111,111,111,111,161,111,111,111,111,999,888,ERROR
mesa_4_8006831,2025-08-28T21:12:22.320700,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Guido Gutierrez Moreno,8006831,11,100,181,161,101,61,111,0,11,111,1,611,737,626,ERROR
mesa_8_1004101,2025-08-28T21:12:22.671362,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Ernesto Che Guevara,1004101,101,111,861,111,116,118,107,611,111,117,117,11,2247,2130,ERROR
mesa_18_1006721,2025-08-28T21:12:23.017902,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006721,111,111,111,111,111,111,711,111,711,718,111,11,2199,1481,ERROR
mesa_20_1001501,2025-08-28T21:12:23.390333,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001501,111,101,110,110,111,161,111,616,11,118,11,111,1442,1324,ERROR
mesa_2_8004281,2025-08-28T21:12:23.740395,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004281,111,166,11,116,111,111,111,111,11,111,111,611,859,748,ERROR
mesa_3_8006821,2025-08-28T21:12:24.115830,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Guido Gutierrez Moreno,8006821,111,101,110,11,111,111,101,11,611,171,111,111,1278,1107,ERROR
mesa_19_1001491,2025-08-28T21:12:24.488485,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001491,11,101,11,111,111,111,111,111,111,111,611,111,789,678,ERROR
mesa_1_8004271,2025-08-28T21:12:24.853925,Beni,Vaca Diez,Riberalta,Riberalta,U.E. San Jose Obrero,8004271,66,1,11,611,11,681,117,111,111,176,188,11,1720,1544,ERROR
mesa_2_8006811,2025-08-28T21:12:25.244370,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Guido Gutierrez Moreno,8006811,101,101,11,181,161,111,111,601,111,111,811,111,1489,1378,ERROR
mesa_1_1008891,2025-08-28T21:12:25.596967,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008891,1,110,113,111,110,8,170,111,17,111,101,171,751,640,ERROR
mesa_19_1006731,2025-08-28T21:12:25.979802,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006731,100,111,111,111,11,11,111,111,111,111,1,11,788,677,ERROR
mesa_18_1001481,2025-08-28T21:12:26.346696,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001481,111,111,116,111,161,881,111,111,681,111,111,111,2394,2283,ERROR
mesa_6_8005031,2025-08-28T21:12:26.726037,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8005031,91,11,111,111,101,811,111,711,117,111,1,111,2175,2064,ERROR
mesa_1_8006801,2025-08-28T21:12:27.115753,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Guido Gutierrez Moreno,8006801,101,171,116,111,111,111,111,111,111,111,161,111,1054,943,ERROR
mesa_17_1001471,2025-08-28T21:12:27.574865,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001471,81,811,188,881,881,811,110,16,111,111,668,111,3890,3779,ERROR
mesa_5_8005021,2025-08-28T21:12:27.972972,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8005021,111,11,111,111,161,161,111,811,111,111,861,111,1699,1588,ERROR
mesa_12_8005151,2025-08-28T21:12:28.351688,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005151,7,111,108,111,1,606,61,111,111,11,1,1,1227,1216,ERROR
mesa_2_1008901,2025-08-28T21:12:28.734587,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008901,111,1,111,116,161,111,100,111,111,111,111,118,933,822,ERROR
mesa_20_1006741,2025-08-28T21:12:29.105941,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006741,111,111,111,611,161,611,111,171,111,111,11,117,2109,1998,ERROR
mesa_16_1001461,2025-08-28T21:12:29.473347,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001461,81,100,0,111,1,101,816,111,611,181,61,16,1932,1751,ERROR
mesa_4_8005011,2025-08-28T21:12:29.841604,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8005011,11,60,611,11,111,111,611,611,16,113,111,111,2153,2040,ERROR
mesa_11_8005141,2025-08-28T21:12:30.220239,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005141,111,161,111,181,111,100,660,11,118,111,111,111,1564,1453,ERROR
mesa_15_1001451,2025-08-28T21:12:30.584453,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001451,181,611,111,666,66,81,680,610,811,180,813,166,3817,3637,ERROR
mesa_3_8005001,2025-08-28T21:12:30.971061,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8005001,101,100,611,16,808,601,806,61,16,181,861,611,3120,2939,ERROR
mesa_10_8005131,2025-08-28T21:12:31.356767,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005131,161,111,811,971,106,181,111,118,111,111,688,111,2681,2570,ERROR
mesa_3_1008911,2025-08-28T21:12:31.873616,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008911,761,11,888,111,611,188,610,111,660,181,881,187,3951,3770,ERROR
mesa_21_1006751,2025-08-28T21:12:32.287034,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gastón Vilar Casso,1006751,161,161,161,111,111,111,66,111,111,111,101,111,1104,993,ERROR
mesa_14_1001441,2025-08-28T21:12:32.690652,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001441,11,10,101,141,1,611,0,111,181,116,101,111,1167,1051,ERROR
mesa_2_8004991,2025-08-28T21:12:33.220401,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8004991,6,81,18,1,1,1,111,11,818,111,801,17,1048,937,ERROR
mesa_9_8005121,2025-08-28T21:12:33.681595,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005121,101,111,111,111,111,111,711,117,111,111,11,111,1595,1484,ERROR
mesa_13_1001431,2025-08-28T21:12:34.105579,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001431,111,111,111,111,111,161,111,111,111,111,161,111,1049,938,ERROR
mesa_1_8004981,2025-08-28T21:12:34.476147,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Polo Palacios,8004981,111,111,111,111,161,781,111,611,111,111,111,111,2219,2108,ERROR
mesa_8_8005111,2025-08-28T21:12:34.879795,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005111,111,111,116,111,111,111,111,111,111,111,111,111,1004,893,ERROR
mesa_4_1008921,2025-08-28T21:12:35.275334,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008921,111,111,111,661,616,111,160,101,811,116,611,111,2793,2677,ERROR
mesa_1_1009421,2025-08-28T21:12:35.653228,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Genoveva Rios,1009421,11,101,111,111,11,10,100,111,111,111,11,111,677,566,ERROR
mesa_12_1001421,2025-08-28T21:12:36.037595,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001421,111,111,111,771,0,161,111,616,111,111,101,611,2103,1992,ERROR
mesa_17_8005651,2025-08-28T21:12:36.422987,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005651,767,711,111,711,611,610,70,117,678,111,117,711,4386,4275,ERROR
mesa_7_8005101,2025-08-28T21:12:36.789665,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005101,111,111,111,111,111,111,111,111,111,181,111,611,999,818,ERROR
mesa_11_1001411,2025-08-28T21:12:37.196447,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001411,111,111,111,111,111,181,110,611,11,111,111,611,1468,1357,ERROR
mesa_16_8005641,2025-08-28T21:12:37.552969,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005641,1,100,11,171,106,101,101,10,811,111,1,11,1412,1301,ERROR
mesa_6_8005091,2025-08-28T21:12:37.896512,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005091,101,100,11,4,1,100,111,10,18,118,4,8,456,338,ERROR
mesa_5_1008931,2025-08-28T21:12:38.281377,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008931,11,711,181,111,1,111,176,111,111,110,101,118,1524,1414,ERROR
mesa_2_1009431,2025-08-28T21:12:38.652172,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Genoveva Rios,1009431,11,0,108,1,110,101,601,11,118,111,611,11,1061,950,ERROR
mesa_10_1001401,2025-08-28T21:12:39.081383,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001401,111,101,111,111,111,11,101,111,111,111,111,11,879,768,ERROR
mesa_15_8005631,2025-08-28T21:12:39.563267,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005631,711,111,111,111,111,111,11,111,111,111,111,111,1499,1388,ERROR
mesa_5_8005081,2025-08-28T21:12:39.956268,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005081,111,710,111,711,111,616,711,11,611,111,711,1,3703,3592,ERROR
mesa_9_1001391,2025-08-28T21:12:40.341145,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001391,601,16,111,111,111,111,118,111,118,111,111,111,1408,1297,ERROR
mesa_14_8005621,2025-08-28T21:12:40.715338,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005621,111,111,111,111,111,111,111,111,111,111,111,11,999,888,ERROR
mesa_4_8005071,2025-08-28T21:12:41.097868,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005071,111,111,111,111,118,181,111,11,111,111,111,111,976,865,ERROR
mesa_6_1008941,2025-08-28T21:12:41.471529,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008941,111,111,111,111,111,818,11,111,11,101,111,110,1506,1405,ERROR
mesa_1_1008451,2025-08-28T21:12:41.850229,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gualberto Paredes,1008451,111,111,111,111,111,111,111,618,611,111,671,611,2006,1895,ERROR
mesa_8_1001381,2025-08-28T21:12:42.215890,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001381,111,111,111,116,118,111,111,611,118,118,111,111,1518,1400,ERROR
mesa_13_8005611,2025-08-28T21:12:42.569727,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005611,161,611,111,811,111,111,161,111,111,111,611,111,2299,2188,ERROR
mesa_3_8005061,2025-08-28T21:12:42.945005,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005061,111,611,671,781,611,611,111,111,711,166,161,611,4329,4163,ERROR
mesa_7_1001371,2025-08-28T21:12:43.320242,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001371,181,101,911,111,661,111,181,18,611,111,110,118,2886,2775,ERROR
mesa_12_8005601,2025-08-28T21:12:43.702946,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005601,111,111,611,611,161,611,111,111,16,111,111,111,2454,2343,ERROR
mesa_2_8005051,2025-08-28T21:12:44.094676,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005051,1,101,111,71,101,101,111,177,11,111,111,667,785,674,ERROR
mesa_7_1008951,2025-08-28T21:12:44.476181,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008951,111,111,101,111,111,188,111,111,181,111,111,111,1136,1025,ERROR
mesa_2_1008461,2025-08-28T21:12:44.966841,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gualberto Paredes,1008461,111,111,111,111,111,111,771,111,101,161,111,611,1649,1488,ERROR
mesa_6_1001361,2025-08-28T21:12:45.352120,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001361,111,111,111,111,161,111,111,111,111,111,111,111,1049,938,ERROR
mesa_11_8005591,2025-08-28T21:12:45.713123,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005591,11,611,116,111,161,661,111,611,111,116,61,116,2504,2388,ERROR
mesa_1_8005041,2025-08-28T21:12:46.072266,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Felix Sattory Roman,8005041,611,111,111,111,111,166,111,111,111,111,117,611,1554,1443,ERROR
mesa_5_1001351,2025-08-28T21:12:46.446498,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001351,111,161,611,118,606,1,611,11,811,711,611,111,3041,2330,ERROR
mesa_10_8005581,2025-08-28T21:12:46.829813,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Petrolera,8005581,171,111,711,611,111,111,111,111,111,111,111,111,2159,2048,ERROR
mesa_12_8005771,2025-08-28T21:12:47.224039,Beni,Vaca Diez,Riberalta,Riberalta,U.E. Federico Demmer,8005771,111,711,111,111,111,111,111,111,111,111,111,111,1599,1488,ERROR
mesa_8_1008961,2025-08-28T21:12:47.763332,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Evo Morales Ayma,1008961,711,111,111,111,111,118,11,111,611,111,11,111,2006,1895,ERROR
mesa_3_1008471,2025-08-28T21:12:48.150191,Chuquisaca,Oropeza,Sucre,Sucre,U.E. Gualberto Paredes,1008471,116,16,811,11,11,611,601,608,161,111,18,11,2946,2835,ERROR
mesa_4_1001341,2025-08-28T21:12:48.543238,Chuquisaca,Oropeza,Sucre,Sucre,Esc. Sagrada Familia,1001341,101,161,17,11,1,181,1,11,111,111,1,111,595,484,ERROR
